X,Y,Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,X,Y,Latitude,Longitude,Elevation (m),Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,icon_url
14.1,-9.6,"629",Kotandaifu,,,Neutrals,undefined,Aarakocra,No religion,"3323",1298.4,674.34,-9.6,14.1,"361",,,citadel,walls,plaza,,,./0.png
-10.34,6.19,"630",Haugrav,Bostad,Bostad County,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"4095",711.88,295.51,6.19,-10.34,"529",,,citadel,walls,plaza,,,./0.png
-25.35,-0.93,"631",Sangen,Mehamnia,Mehamnia Territory,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"2151",351.5,466.41,-0.93,-25.35,"676",,,citadel,,,,,./0.png
-9.44,2.37,"632",Opeidals,Hofosen,Hofosen Earldom,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"454",733.37,387.09,2.37,-9.44,"900",,,citadel,,,,,./0.png
-8.56,2.15,"633",Opeid,Hofosen,Hofosen Earldom,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"445",754.56,392.37,2.15,-8.56,"900",,,,,,,,./0.png
14.54,17.12,"634",Karwin,,,Neutrals,undefined,Fairy,No religion,"5194",1308.88,33.22,17.12,14.54,"4",,,citadel,walls,plaza,,,./0.png
-31.44,16.17,"635",Kunsza,,,Neutrals,undefined,Half-Orc,No religion,"655",205.5,56,16.17,-31.44,"4",,port,citadel,,plaza,,,./0.png
-30.44,16.23,"636",Jarnstad,,,Neutrals,undefined,Kobold,No religion,"1720",229.5,54.5,16.23,-30.44,"4",,port,citadel,,,,,./0.png
-6.87,15.26,"637",Blokhol,,,Neutrals,undefined,Dragonborn,No religion,"439",795.2,77.65,15.26,-6.87,"4",,,,walls,,,,./0.png
26.04,15.08,"638",Elienillalye,Kafethond,Kafethond Shire,Dranzandyndor,Empire of Dranzandyndor,Elf (Drow),The Egyptian Pantheon,"5628",1585,82,15.08,26.04,"4",,port,citadel,walls,plaza,temple,,./0.png
-31.14,14.71,"639",Fotalom,,,Neutrals,undefined,Half-Orc,No religion,"923",212.7,90.93,14.71,-31.14,"4",,,citadel,,,,,./0.png
4.21,14.73,"640",Laugar,,,Neutrals,undefined,Dragonborn,No religion,"4425",1061.05,90.59,14.73,4.21,"4",,,,walls,plaza,,,./0.png
7.48,15.19,"641",Julaisa,,,Neutrals,undefined,Yuan-ti,No religion,"2819",1139.5,79.5,15.19,7.48,"4",,port,,walls,plaza,,,./0.png
8.54,14.77,"642",Awalabah,,,Neutrals,undefined,Yuan-ti,No religion,"1653",1164.94,89.45,14.77,8.54,"4",,,citadel,,plaza,,,./0.png
-20.74,13.87,"643",Ogsvisafta,,,Neutrals,undefined,Bugbear,No religion,"5419",462.34,111.2,13.87,-20.74,"4",,,citadel,walls,plaza,temple,shanty town,./0.png
8.42,14.15,"644",Almuwaq,,,Neutrals,undefined,Yuan-ti,No religion,"3641",1162,104.3,14.15,8.42,"4",,,,walls,,,,./0.png
-23.56,13.54,"645",Skonga,,,Neutrals,undefined,Bugbear,No religion,"4372",394.63,119.11,13.54,-23.56,"4",,,citadel,walls,,,,./0.png
-15.25,13.19,"646",Patis,,,Neutrals,undefined,Minotaur,No religion,"5324",593.94,127.54,13.19,-15.25,"4",,,,walls,,temple,shanty town,./0.png
-34.22,12.6,"647",Borosztilis,,,Neutrals,undefined,Half-Orc,No religion,"1266",138.8,141.72,12.6,-34.22,"4",,,,walls,,,,./0.png
-29.73,12.96,"648",Jasztaszabat,,,Neutrals,undefined,Half-Orc,No religion,"2817",246.42,133,12.96,-29.73,"4",,,,,,,,./0.png
6.37,12.58,"649",Dhah,,,Neutrals,undefined,Yuan-ti,No religion,"461",1112.91,142.1,12.58,6.37,"4",,,,walls,plaza,,,./0.png
-27.91,12.21,"650",Ekurneskar,,,Neutrals,undefined,Hobgoblin,No religion,"2050",290.23,151.08,12.21,-27.91,"4",,,citadel,walls,plaza,,,./0.png
1.62,10.82,"651",Trellis,,,Neutrals,undefined,Dragonborn,No religion,"442",998.88,184.39,10.82,1.62,"4",,,citadel,walls,,,,./0.png
-29.9,10.16,"652",Sudoboszhajos,,,Neutrals,undefined,Orc,No religion,"455",242.35,200.26,10.16,-29.9,"4",,,,walls,,,,./0.png
-28.06,9.57,"653",Dunarosza,,,Neutrals,undefined,Orc,No religion,"487",286.58,214.35,9.57,-28.06,"4",,,,,,,,./0.png
-1.21,9.71,"654",Sorholtnes,,,Neutrals,undefined,Dragonborn,No religion,"455",930.99,210.87,9.71,-1.21,"4",,,citadel,,,,,./0.png
-28.08,9.27,"655",Hajdusterencs,,,Neutrals,undefined,Orc,No religion,"5873",286,221.5,9.27,-28.08,"4",,port,citadel,walls,,,,./0.png
0.9,9.24,"656",Leikavoga,,,Neutrals,undefined,Dragonborn,No religion,"2991",981.5,222.21,9.24,0.9,"4",,,,walls,,,,./0.png
-30.28,8.83,"657",Balompany,,,Neutrals,undefined,Orc,No religion,"3035",233.39,231.99,8.83,-30.28,"4",,,,walls,plaza,,,./0.png
28.81,0.45,"658",Filhoralian,,,Neutrals,undefined,Elf,No religion,"1043",1651.39,433.21,0.45,28.81,"4",,,citadel,,,,,./0.png
32.14,-2.01,"659",Kalin,,,Neutrals,undefined,Elf,No religion,"505",1731.4,492.25,-2.01,32.14,"4",,,,,,,,./0.png
-37.16,-3.82,"660",Orcelbara,Guaro,Guaro County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"2490",68.1,535.6,-3.82,-37.16,"4",,,,walls,,,,./0.png
9.71,-10.56,"661",Bayant,,,Neutrals,undefined,Gith,No religion,"467",1193.07,697.32,-10.56,9.71,"4",,,citadel,walls,plaza,,,./0.png
33.86,-13.08,"662",Ymnes,Sylfa,Sylfa Shire,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"1824",1772.64,757.9,-13.08,33.86,"4",,,,walls,,,,./0.png
3.55,-14.41,"663",Menta,Pettefredrig,Pettefredrig County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"7250",1045.17,789.94,-14.41,3.55,"4",,,,walls,plaza,,,./0.png
30.89,-14.04,"664",Draumariree,,,Neutrals,undefined,Elf,No religion,"423",1701.36,780.91,-14.04,30.89,"4",,,,,plaza,,,./0.png
-37.94,-15.06,"665",Montatita,,,Neutrals,undefined,Human,No religion,"4390",49.46,805.44,-15.06,-37.94,"4",,,,,,,,./0.png
-38.27,-15.75,"666",Spignano,,,Neutrals,undefined,Human,No religion,"664",41.5,822,-15.75,-38.27,"4",,port,citadel,,,,,./0.png
-1.2,-17.71,"667",Accata,,,Neutrals,undefined,Human,No religion,"6521",931.29,869.01,-17.71,-1.2,"4",,,citadel,walls,plaza,,,./0.png
32.01,-18.08,"668",Thillelie,Inerionnor,Inerionnor County,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"2568",1728.26,877.94,-18.08,32.01,"4",,,citadel,walls,,,,./0.png
35.83,-18.85,"669",Ollmluna,Iquasenat,Iquasenat Earldom,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"4756",1819.86,896.33,-18.85,35.83,"4",,,citadel,walls,,temple,shanty town,./0.png
17.33,-19.69,"670",Popoolea,,,Neutrals,undefined,Firbolg,No religion,"4919",1375.8,916.56,-19.69,17.33,"4",,,,walls,,temple,shanty town,./0.png
35.38,-20,"671",Hloitys,Eseras,Eseras County,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"436",1809.03,923.94,-20,35.38,"4",,,,,plaza,,,./0.png
34.08,-22.08,"672",Gualluguall,Matha,Matha Earldom,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"424",1777.85,973.81,-22.08,34.08,"4",,,citadel,,,,,./0.png
33.1,-22.73,"673",Dofe'asena,Matha,Matha Earldom,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"1872",1754.3,989.5,-22.73,33.1,"4",,,,,,,,./0.png
29.75,-23.35,"674",Eanarien,Hlyve,Hlyve Shire,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"431",1673.95,1004.37,-23.35,29.75,"4",,,citadel,,plaza,,,./0.png
5.22,-24.89,"675",Golsfabad,,,Neutrals,undefined,Leonin,No religion,"450",1085.38,1041.33,-24.89,5.22,"4",,,,,,,,./0.png
9.04,12.67,"676",Mushasisa,,,Neutrals,undefined,Yuan-ti,No religion,"465",1177.07,140,12.67,9.04,"9",,,citadel,,plaza,,,./0.png
28.12,3.93,"677",Illenathet,,,Neutrals,undefined,Elf,No religion,"931",1634.9,349.67,3.93,28.12,"9",,,citadel,,,,,./0.png
-4.15,-10.55,"678",Bolto,Ancignania,Ancignania Landgrave,Fonticalia,Fonticalian Empire,Human,Greek Deities,"445",860.37,697.15,-10.55,-4.15,"9",,,citadel,walls,plaza,,,./0.png
-16.51,-11.97,"679",Cheng,,,Neutrals,undefined,Tortle,No religion,"433",563.73,731.17,-11.97,-16.51,"9",,,,walls,plaza,,,./0.png
2.32,-13.77,"680",Segliano,Fulia,Fulia Landgrave,Fonticalia,Fonticalian Empire,Human,Greek Deities,"3392",1015.58,774.52,-13.77,2.32,"9",,,citadel,walls,plaza,,,./0.png
29.54,-14.8,"681",Ryarendesthe,,,Neutrals,undefined,Elf,No religion,"2430",1669.01,799.13,-14.8,29.54,"9",,,citadel,,plaza,,,./0.png
30.47,-14.97,"682",Ollmmarwinfe,,,Neutrals,undefined,Elf,No religion,"2682",1691.17,803.29,-14.97,30.47,"9",,,,walls,plaza,,,./0.png
-0.49,-17.83,"683",Viglianagno,,,Neutrals,undefined,Human,No religion,"481",948.32,871.9,-17.83,-0.49,"9",,,,,plaza,,,./0.png
27.45,6.42,"684",Tuusara,,,Neutrals,undefined,Owlin,No religion,"4770",1618.86,289.9,6.42,27.45,"16",,,,walls,plaza,temple,shanty town,./0.png
26.24,3.65,"685",Efranneadhe,,,Neutrals,undefined,Elf,No religion,"4805",1589.83,356.37,3.65,26.24,"16",,,citadel,walls,,temple,shanty town,./0.png
18.96,2.38,"686",Nilesi,Cyveralos,Cyveralos Shire,Dranzandyndor,Empire of Dranzandyndor,Elf (Eladrin),The Egyptian Pantheon,"2651",1415.13,386.87,2.38,18.96,"16",,,citadel,walls,plaza,,,./0.png
19.43,-4.76,"687",Melolis,,,Neutrals,undefined,Kender,No religion,"5698",1426.41,558.13,-4.76,19.43,"16",,,citadel,walls,,,shanty town,./0.png
15.01,-11.89,"688",Nagawa,,,Neutrals,undefined,Aarakocra,No religion,"4330",1320.34,729.37,-11.89,15.01,"16",,,,walls,,,,./0.png
-12.53,-23.4,"689",Gorvano,Sontia,Sontia County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"1018",659.19,1005.57,-23.4,-12.53,"16",,,citadel,,,,,./0.png
10.87,-8.27,"690",Cragrater,,,Neutrals,undefined,Kalashtar,No religion,"459",1220.9,642.48,-8.27,10.87,"25",,,citadel,,,,,./0.png
-12.1,-24.19,"691",Baglia,Ventia,Ventia County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"4280",669.67,1024.58,-24.19,-12.1,"25",,,citadel,,plaza,,,./0.png
-6.97,-24.85,"692",Fontano,Cotelilac,Cotelilac County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"449",792.7,1040.5,-24.85,-6.97,"25",,,citadel,,,,,./0.png
-23.42,11.13,"693",Opeidrek,,,Neutrals,undefined,Dwarf,No religion,"679",398,177,11.13,-23.42,"36",,port,citadel,,plaza,,,./0.png
3.68,-2.91,"694",Magliame,,,Neutrals,undefined,Aasimar,No religion,"2180",1048.41,513.95,-2.91,3.68,"36",,,,,plaza,,,./0.png
26.86,-5.56,"695",Ganame,,,Neutrals,undefined,Elf,No religion,"3977",1604.56,577.49,-5.56,26.86,"36",,,citadel,,plaza,,,./0.png
5.85,-6.57,"696",Abermain,,,Neutrals,undefined,Satyr,No religion,"2042",1100.45,601.6,-6.57,5.85,"36",,,citadel,,,,,./0.png
28.65,-6.51,"697",Sheo'an,,,Neutrals,undefined,Elf,No religion,"8212",1647.48,600.21,-6.51,28.65,"36",,,citadel,walls,plaza,,shanty town,./0.png
-25.37,-21.78,"698",Roccata,,,Neutrals,undefined,Human,No religion,"1702",351,966.75,-21.78,-25.37,"36",,,,,plaza,,,./0.png
-10.22,-22.76,"699",Castritelle,Cervolalom,Cervolalom County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"2082",714.69,990.21,-22.76,-10.22,"36",,,citadel,,,,,./0.png
-16.55,-23.87,"700",Guicalicari,Gecorso,Gecorso County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"2276",562.92,1016.77,-23.87,-16.55,"36",,,citadel,,,,,./0.png
23.42,4.67,"701",Shemnalasle,,,Neutrals,undefined,Elf,No religion,"476",1522.06,332,4.67,23.42,"49",,,citadel,,,,,./0.png
-19.01,3.12,"702",Hvolstad,,,Neutrals,undefined,Dwarf,No religion,"483",503.66,369.17,3.12,-19.01,"49",,,,,,,,./0.png
-4.29,-4.79,"703",Hovdenland,,,Neutrals,undefined,Dwarf,No religion,"1032",856.94,559.05,-4.79,-4.29,"49",,,,,,,,./0.png
3.91,-5.36,"704",Inve,,,Neutrals,undefined,Satyr,No religion,"4613",1053.85,572.75,-5.36,3.91,"49",,,,walls,plaza,,,./0.png
21.91,9.63,"705",Tlindrin,Edranalon,Edranalon Shire,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"416",1485.84,212.92,9.63,21.91,"64",,,,,,,,./0.png
17.06,-8.7,"706",Peonulili,,,Neutrals,undefined,Kenku,No religion,"3767",1369.4,652.8,-8.7,17.06,"64",,,,,plaza,,,./0.png
19.24,1.52,"707",Heth Aine,Cyveralos,Cyveralos Shire,Dranzandyndor,Empire of Dranzandyndor,Elf (Eladrin),The Egyptian Pantheon,"3182",1421.78,407.59,1.52,19.24,"81",,,,walls,plaza,,,./0.png
-10.91,-1.05,"708",Syrivover,,,Neutrals,undefined,Dwarf,No religion,"1669",698.07,469.13,-1.05,-10.91,"81",,,,,,,,./0.png
-10.24,-20.92,"709",Segliolo,Ciampo,Ciampo County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"2270",714.17,946.12,-20.92,-10.24,"81",,,,,,,,./0.png
-7.49,5.4,"710",Sudarnesda,,,Neutrals,undefined,Dwarf,No religion,"451",780.31,314.4,5.4,-7.49,"100",,,,,,,,./0.png
-9.06,0.16,"711",Klakki,,,Neutrals,undefined,Dwarf,No religion,"448",742.52,440.26,0.16,-9.06,"100",,,citadel,walls,,,,./0.png
-17.04,-1.42,"712",Enhavik,,,Neutrals,undefined,Dwarf,No religion,"450",551.04,477.98,-1.42,-17.04,"100",,,,,,,,./0.png
-6.69,-1.99,"713",Sofrost,,,Neutrals,undefined,Dwarf,No religion,"905",799.33,491.84,-1.99,-6.69,"100",,,,walls,,,,./0.png
-12.17,-2.98,"714",Ovisafta,Vastad,Vastad Margrave,Tragbigia,Empire of Tragbigia,Dwarf (Duergar),The Norse Pantheon,"1850",667.9,515.49,-2.98,-12.17,"100",,,citadel,,,,,./0.png
-4.48,-5.8,"715",Vopeid,,,Neutrals,undefined,Dwarf,No religion,"1993",852.48,583.08,-5.8,-4.48,"100",,,citadel,,,,,./0.png
11.17,9.91,"716",Benilkyn,,,Neutrals,undefined,Tiefling,No religion,"450",1228.03,206.27,9.91,11.17,"121",,,citadel,,,,,./0.png
-9.61,0.73,"717",Utsvik,,,Neutrals,undefined,Dwarf,No religion,"2567",729.47,426.4,0.73,-9.61,"144",,,,walls,,,,./0.png
10.25,6.23,"718",Khulssin,,,Neutrals,undefined,Tiefling,No religion,"1215",1206.1,294.52,6.23,10.25,"169",,,,walls,plaza,,,./0.png
-17.11,0.29,"719",Flaksreyda,Breidravik,Breidravik County,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"456",549.42,437,0.29,-17.11,"196",,,citadel,walls,,,,./0.png
-7.68,-0.23,"720",Gravden,Breidland,Breidland Earldom,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"446",775.74,449.62,-0.23,-7.68,"196",,,citadel,,plaza,,,./0.png
-10.14,-1.83,"721",Kjelde,Breidland,Breidland Earldom,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"4022",716.53,487.83,-1.83,-10.14,"196",,,citadel,walls,plaza,,,./0.png
